collegeName,program,degree,decision,semester,origin,gpa,gre,gre_v,gre_aw
"University At Buffalo, The State University Of New York",Computer Science,Masters,Accepted,F13,International,3.50,154,144,3.00
USC,Computer Science,Masters,Accepted,F13,International,,,,
UBC,Computer Science,Masters,Rejected,F13,International,,,,
Indiana University-Bloomington,Computer Science,Masters,Accepted,F13,International,3.30,160,145,3.00
University Of British Columbia (UBC),Computer Science,Masters,Rejected,F13,International,,,,
PSU,Computer Science,Masters,Rejected,F13,International,,162,164,4.00
University Of Arizona,Computer Science,Masters,Rejected,F13,International,,162,164,4.00
Rutgers,Computer Science,Masters,Rejected,F13,International,,,,
Brock University,Computer Science,Masters,Accepted,F13,International,3.20,,,
RWTH AACHEN,Computer Science,Masters,Accepted,F13,International,,,,
University Of Waterloo,Computer Science,Masters,Rejected,F13,International,,,,
UW Madison,Computer Science,Masters,Rejected,F14,International,3.20,167,151,3.50
University Of Wisconsin Madison,Computer Science,Masters,Rejected,F14,International,,,,
Wisconsin Madison,Computer Science,Masters,Rejected,F14,International,3.30,164,157,4.00
University Of Wisconsin Madison,Computer Science,Masters,Rejected,F14,International,,161,156,4.00
"University Of Maryland, College Park",Computer Science,Masters,Rejected,F14,International,,165,154,3.00
University Of Wisconsin Madison,Computer Science,Masters,Rejected,F14,,,154,165,4.00
"University Of Wisconsin, Madison",Computer Science,Masters,Rejected,F14,International,,166,160,4.00
University Of Wisconsin - Madison,Computer Science,Masters,Rejected,F14,International,,,,
University Of Wisconsin-Madison,Computer Science,Masters,Accepted,F14,International,3.85,166,169,3.00
"University Of Wisconsin, Madison",Computer Science,Masters,Accepted,F14,American,3.86,164,170,4.50
University Of Wisconsin-Madison,Computer Science,Masters,Accepted,F14,International,4.00,168,168,4.50
University Of Toronto,Computer Science,Masters,Accepted,F14,International,,,,
University of California-San Diego,Computer Science,Masters,Accepted,F14,International,4.00,159,156,4.00
Cornell University,Computer Science,Masters,Accepted,F14,American,,,,
University Of Toronto,Computer Science,Masters,Interview,F14,International,3.85,,,
Carnegie Mellon University (CMU),Computer Science [Machine Learning],Masters,Rejected,F14,International,,,,
Carnegie Mellon University (CMU),Computer Science [RI],Masters,Rejected,F14,International,3.80,163,153,4.00
Yale,Computer Science,Masters,Rejected,F14,International,3.80,170,168,3.50
University Of Southern California ( USC ),Computer Science - Networks,Masters,Accepted,F14,International,,164,155,4.50
Yale,Computer Science,Masters,Rejected,F14,International,,,,
University Of Texas At Austin,Computer Science,Masters,Accepted,F13,International,4.00,168,160,5.00
"University Of Texas, Austin",Computer Science,Masters,Accepted,F13,International,4.00,166,161,4.50
Cornell Tech Campus,Computer Science,Masters,Accepted,F13,International,,,,
UT Austin,Computer Science,Masters,Accepted,F13,,,,,
"University Of Texas, Austin",Computer Science,Masters,Accepted,F13,International,,800,660,4.50
UT Austin,Computer Science,Masters,Accepted,F13,American,3.81,164,168,5.50
"University Of Texas, Austin",Computer Science,Masters,Accepted,F13,International,,,,
University Of Texas At Dallas,Computer Science,Masters,Accepted,F13,International,3.56,144,159,3.00
Wisconsin Madison,Computer Science,Masters,Accepted,F13,International,,,,
University Of Toronto,Computer Science,Masters,Rejected,F13,International,3.77,,,
Toronto,Computer Science,Masters,Wait,F13,International,,,,
University Of Toronto,Computer Science,Masters,Rejected,F13,International,,,,
University Of Manitoba,Computer Science,Masters,Accepted,F13,International,3.54,,,
University of Chicago,Computer Science,Masters,Accepted,F13,American,3.38,165,167,4.50
EPFL,Computer Science,Masters,Rejected,F13,International,,,,
University of Southern California,Computer Science,Masters,Accepted,F13,American,3.90,158,153,4.00
EPFL,Computer Science,Masters,Rejected,F13,International,,,,
University Of Calgary,Computer Science,Masters,Accepted,F13,International,,,,
EPFL,Computer Science,Masters,Rejected,F13,International,,162,154,3.50
EPFL,Computer Science,Masters,Rejected,F13,International,,,,
"University Of Illinois, Chicago (UIC)",Computer Science,Masters,Accepted,F20,International,3.55,164,157,4.00
Carnegie Mellon University,Computer Science,Masters,Rejected,F20,,,,,
University of Florida,Computer Science,Masters,Accepted,F20,International,,,,
University Of Illinois Urbana-Champaign,Computer Science,Masters,Other,F20,International,,,,
ETH,Computer Science,Masters,Accepted,F20,International,,,,
University Of Alberta,Computer Science,Masters,Wait,F20,International,,,,
University Of Alberta,Computer Science,Masters,Other,F20,International,,,,
University Of Alberta,Computer Science,Masters,Wait,F20,International,3.80,155,,4.00
Oregon State University (Corvallis),Computer Science,Masters,Other,F20,International,,,,
North Carolina State University,Computer Science,Masters,Accepted,F20,American,3.57,158,162,4.50
Columbia University,Computer Science,Masters,Accepted,F20,American,3.80,169,160,4.50
Carnegie Mellon University,Computer Science,Masters,Wait,F20,American,3.80,169,160,4.50
University of Southern California,Computer Science,Masters,Accepted,F20,International,,,,
Pennsylvania State University (Penn State),Computer Science,Masters,Other,F20,International,,,,
Princeton University,Computer Science,Masters,Rejected,F20,International,3.52,170,155,4.00
University Of Wisconsin Madison,Computer Science,Masters,Rejected,F20,International,3.52,170,155,4.00
University Of Alberta,Computer Science,Masters,Accepted,F19,International,,,,
UC San Diego (UCSD),Computer Science And Engineering,Masters,Other,F20,International,,,,
UC San Diego (UCSD),Computer Science And Engineering,Masters,Accepted,F20,International,,,,
"University Of Californa, Los Angeles (UCLA)",Computer Science,Masters,Other,F20,International,,,,
Purdue University-Main Campus,Computer Science,Masters,Accepted,F14,,3.96,161,157,
Ohio State University,Computer Science,Masters,Rejected,F14,International,3.73,,,
UIUC,Computer Science,Masters,Rejected,F14,International,3.80,166,153,3.00
University Of Wisconsin - Madison,"Computer Science, PMP",Masters,Accepted,F14,International,,170,155,2.50
University of Southern California,Computer Science,Masters,Accepted,F14,International,3.80,164,157,5.00
Uiuc,Computer Science,Masters,Rejected,F14,International,,,,
University of Southern California,Computer Science,Masters,Accepted,F14,International,,,,
"University Of Maryland, College Park",Computer Science,Masters,Rejected,F14,International,3.73,170,153,3.50
UW-Madison,Computer Science,Masters,Rejected,F14,International,,,,
University Of Wisconsin - Madison,Computer Science,Masters,Accepted,F14,International,,,,
University of Chicago,Computer Science,Masters,Accepted,F14,International,3.20,,,
TAMU,Computer Science,Masters,Accepted,F14,International,,,,
University of California-Berkeley,Computer Science,Masters,Rejected,F14,International,,170,152,4.00
University Of Massachusetts,Computer Science,Masters,Accepted,F14,American,3.50,,,
University Of Toronto,Computer Science,Masters,Wait,F14,,,,,
Ohio State University,Computer Science,Masters,Rejected,F14,International,,,,
University of California-Berkeley,Computer Science,Masters,Rejected,F14,International,,170,166,5.00
Berkeley,Computer Science,Masters,Rejected,F14,International,,163,161,2.50
Texas A&M,Computer Science,Masters,Accepted,F14,American,3.56,161,161,
University Of Wisconsin - Madison,Computer Science,Masters,Rejected,F14,International,2.19,160,148,3.00
University Of Western Ontario,Computer Science,Masters,Rejected,F20,International,,,,
University of Southern California,Computer Science,Masters,Other,F20,American,,,,
University of Southern California,Computer Science (Data Science),Masters,Other,F20,American,,,,
University of Southern California,Computer Science,Masters,Accepted,F20,,,,,
University of Southern California,Computer Science,Masters,Other,F20,International,,,,
University of Southern California,Computer Science,Masters,Accepted,F20,International,3.83,169,156,4.50
University of Southern California,"Computer Science, Data Science",Masters,Other,F20,International,,,,
University of Southern California,Computer Science (Data Science),Masters,Accepted,F20,International,,,,
University of California-Riverside,Computer Science,Masters,Rejected,F20,International,,,,
University of Southern California,Computer Science,Masters,Accepted,F20,International,,,,
Northwestern University,Computer Science,Masters,Accepted,F20,International,,,,
"University Of California, Irvine",Computer Science,Masters,Other,F20,International,,,,
"University Of California, Irvine",Computer Science,Masters,Other,F20,International,,,,
"University Of California, Irvine",Computer Science,Masters,Other,F20,,,,,
University Of Waterloo,Computer Science,Masters,Rejected,F20,International,,,,
TAMU (Texas A&M University),Computer Science,Masters,Other,F20,,,,,
"University Of California, Davis",Computer Science,Masters,Wait,F20,International,,,,
University Of Montreal,Computer Science,Masters,Accepted,F20,International,,,,
Columbia University,Computer Science,Masters,Rejected,F20,,,,,
Texas A & M University (TAMU),Computer Science,Masters,Other,F20,International,,,,
Carnegie Mellon University,Computer Science,Masters,Rejected,Fall,International,3.82,168,155,4.00
Carnegie Mellon University,Computer Science,Masters,Other,Fall,International,,,,
Carnegie Mellon University,Computer Science (LTI),Masters,Rejected,Fall,,,,,
University Of British Columbia,Computer Science,Masters,Accepted,Fall,,,,,
Carleton University,Computer Science,Masters,Accepted,Fall,International,,,,
Carnegie Mellon University,Computer Science,Masters,Other,Fall,International,,,,
Carnegie Mellon University,"Computer Science, MLT",Masters,Other,Fall,International,,,,
Carnegie Mellon University,Computer Science,Masters,Rejected,Fall,International,,,,
University Of British Columbia,Computer Science,Masters,Accepted,Fall,International,,,,
Carnegie Mellon University,"Computer Science, MLT",Masters,Other,Fall,International,,,,
UC San Diego (UCSD),Computer Science,Masters,Other,Fall,International,,,,
Carnegie Mellon University,Computer Science,Masters,Rejected,Fall,International,3.60,170,157,
Carnegie Mellon University,Computer Science (MLT),Masters,Rejected,Fall,American,,170,159,4.00
UC San Diego (UCSD),Computer Science,Masters,Accepted,Fall,International,,,,
University Of British Columbia,Computer Science,Masters,Accepted,Fall,International,,,,
"University Of Massachusetts, Amherst",Computer Science,Masters,Other,Fall,,,,,
Brandeis University,Computer Science,Masters,Accepted,Fall,International,3.49,170,162,3.50
Carnegie Mellon University,Computer Science,Masters,Other,Fall,International,,,,
Carnegie Mellon University,Computer Science,Masters,Other,Fall,,,,,
University of Southern California,Computer Science,Masters,Other,Fall,International,,,,
UNC Chapel Hill,Computer Science,Masters,Other,F12,International,,,,
University of Pennsylvania,Computer Science,Masters,Other,F12,International,,,,
King Abullah University Of Science And Technology (Kaust),Computer Science,Masters,Rejected,F12,International,3.90,760,440,3.00
Pittsburgh U,Computer Science,Masters,Rejected,F12,International,,,,
University Of California San Diego,Computer Science,Masters,Accepted,F12,International,3.02,,,
University Of North Carolina - Chapel Hill (UNC),Computer Science,Masters,Rejected,F12,International,,,,
Northwestern University,Computer Science,Masters,Accepted,F12,American,,,,
Simon Fraser University,Computer Science,Masters,Rejected,F12,International,3.25,,,
Simon Fraser University,Computer Science,Masters,Rejected,F12,International,3.80,164,158,
Simon Fraser University,Computer Science,Masters,Rejected,F12,International,,,,
Simon Fraser University (SFU),Computer Science,Masters,Rejected,F12,International,4.00,,,
